comments,labels
നിന്നെ ഞങ്ങൾക്ക് വേണ്ടെടാ പരനാറി. സിപിഎം പാർടിക്ക് രണ്ടാമതും വോട്ടു കുത്തുമ്പോൾ പോലും ഞങ്ങൾ കരുതിയില്ല നീ നിന്റെ താടകക്കും പൂ... മോൾക്കും.... ആ താ ലി മോനും വേണ്ടി ആണ് കേരളം ഭരിക്കുന്നതെന്ന്‌.
ബ്ലഡി റാസ്കൽ....",Offensive_Targeted_Insult_Individual
അവർക്കു വാങ്ങിയ പൈസയോട് ആത്മാർഥത ഉണ്ട്‌...,Not_offensive
പരനാറിയും ഡ്രമ്മും 😃😃,Offensive_Targeted_Insult_Individual
ചെണ്ടക്കാര്‍  അവരുടെ ജോലി ചെയതു അതിന്‌ ഇങ്ങേര്ക്ക്  എന്ത്...,Not_offensive
കള്ള നായിന്റെ മോനെ പിണു........ ദൈവമേ എത്ര നല്ല ആള്ക്കാര് മരിക്കുന്നു ഇവനെയൊക്കെ ആ ബസോട് കൂടി തന്നെ മുകളിലോട്ടു എടുക്കാൻ ഒരു വഴിയുമില്ലേ... 🖕🏻,Offensive_Targeted_Insult_Individual
പിണങ്ങാണ്ടി വിജയൻ 😂,Offensive_Targeted_Insult_Individual
"അങ്ങനെ വഴിക്ക് വാ 😆
ഹോ.. ഒരാളുടെ മുന്നിൽ എങ്കിലും കുറച്ചു നേരം മിണ്ടാതെ ഇരിക്കുമല്ലോ 😌🤣
അത്ഭുതായിരിക്കുന്നു ആരി പറയുന്നേ 😆",Not_offensive
അണലി,Offensive_Untargetede
Eyale vechu ne kure undakunnund😜😜😜🥳,Not_offensive
പിണങ്ങാണ്ടി 🏵️റൻ നാറി പോയി,Offensive_Targeted_Insult_Individual
വെറും പാഴ്മരം 😡,Offensive_Untargetede
ഇറങ്ങി പോടെ....,Offensive_Untargetede
"ചെണ്ടയ്ക്കും, കൊട്ടിയവർക്കും എതിരെ കേസ് വരുമോ എന്തോ",Not_offensive
പിണുവിന് അങ്ങ് കൊറിയയിൽ ഒരു മരുമകൻ ഉണ്ട് കിങ് ജോങ്,Offensive_Targeted_Insult_Individual
പൊട്ടൻ മാരെ പിടിച്ച് മന്ത്രി ആക്കിയാൽ ഇങ്ങനെ ഇരിക്കും 😂😂,Offensive_Targeted_Insult_Individual
"""ഇപ്പൊ പറയുന്നില്ല എന്ന് മാത്രം""......
തീർത്തു കളയുമായിരിക്കും.. അല്ലേ....",Not_offensive
ചെണ്ട കൊട്ടുന്നത് കേട്ടാൽ അത് ചെണ്ടയാണെന്ന് പോലും അറിയാത്ത കോമരം 🤦‍♀️,Not_offensive
Elarkum manasarinju prarthikk vijayante maranathinayi,Offensive_Targeted_Insult_Individual
Deshyam vannu pinninu,Offensive_Targeted_Insult_Individual
1:09 നിർത്തി. ചൊരിഞ്ഞു.,Not_offensive
ഞാനും അതാണ് ശ്രദ്ധിച്ചേ. നല്ല കൊട്ട്. 🤌⚡,Not_offensive
പോത്തു തുറിയമോന്ത കണ്ടോ 😂😂😂,Offensive_Untargetede
ഒരു ജനപ്രതിനിധിക്കും ഒരിക്കലും   വിജയനെ പോലെ ആകാൻ കഴിയില്ല...,Not_offensive
ഇരട്ട വലാ  ഉളുപ്പ് ഉണ്ടെങ്കിൽ ഇറങ്ങി പോ 😄😄😄,Offensive_Targeted_Insult_Individual
Onnum podo avididunnu vijayan mara poo mon janagaley mudippich keralam mudippichu mathiyayelle rajeevachu purachupodo😡👎,Offensive_Targeted_Insult_Individual
ചെണ്ട  കേരളത്തിൽ നിരോധിക്കോ,Not_offensive
Kami Kundan Marr Ippo Varum 😂😂😂,Offensive_Targeted_Insult_Group
Athu  drum alla  marapotta chenda yennu parayum....,Offensive_Targeted_Insult_Individual
"ഒരല്പം ഉളിപ്പ്, എവിടെ അതുണ്ടെങ്കിൽ കേരളം ഇത്ര മാത്രം Electronic,, പൊക്കിക്കൊണ്ട് നടക്കാൻ കുറെ വിഡ്ഢികൾ ഉള്ളടത്തോളം എല്ലാം നടക്കും,,..",Offensive_Targeted_Insult_Individual
Keralam Kanda Atavum valiya waste,Offensive_Untargetede
ആടോ പരനാറി വിജയാ തള്ള് നിർത്തി ശരിയായ കാര്യങ്ങൾ പുലമ്പട നികൃഷ്ട ജീവി.,Offensive_Targeted_Insult_Individual
മണ്ടൻ,Offensive_Untargetede
ഭൂലോക തോൽവി 😂😂,Offensive_Untargetede
അയ്യേ ഈ അൽപ്പൻ എന്താ ഇങ്ങനെ ബഹുമാനം പിടിച്ചു വാങ്ങുന്നോ 😂കൈൽ ഇരിപ്പു കൊണ്ടല്ലേ പേ പട്ടിയുടെ vila പോലും ഇല്ലാത്ത 😂😊,Offensive_Targeted_Insult_Individual
Cheandakkarea police pidcha eannitt,Not_offensive
ചെണ്ട ഡ്രമ്മാക്കിയ നാറി,Offensive_Targeted_Insult_Individual
Janagal theranje edukum enite avare Keri bharikum ponne,Not_offensive
കടിച്ചു തൂങ്ങി കേടാകാതെ ഇറങ്ങി പോകൂടെ ജനങ്ങൾ പിച്ച ആയി തന്ന പതവി അല്ലെ അത് ഉത്തരവാദിത്തോടെ കൈകാര്യം ചെയ്യാൻ അറിയണം,Offensive_Targeted_Insult_Individual
മേളം ഒരു കലയാണ്...  നിങ്ങൾ കാശ് കൊടുക്കുന്നെന്ന് കരുതി തോന്നുമ്പോൾ നിർത്താൻ പറ്റില്ല. ഒരു താളത്തിൽ മുന്നോട്ട് പോകുന്നത് പെട്ടെന്ന് നിർത്തുന്നത് അതിനോടുള്ള അനാദരവ് ആണ്.. കൊട്ടി നിർത്തുന്നതും  ഒരു താളത്തിലാ. അത് ചിലപ്പോ കുറച്ചു സമയം എടുക്കാം...,Not_offensive
Pinungaandiyude thallinu nalla BGM,Offensive_Targeted_Insult_Individual
എട തൻതക്കു പിറക്കാത്ത നാറി നീ ആരുവ. നീ പോയി ഡ്രം ആടിച്ചവരുടെ ആസനം കടിക്ക് നിനക്കു പറ്റിയ പണി അതാണു.,Offensive_Targeted_Insult_Individual
Paraa naariii myren,Offensive_Untargetede
Sarkkarjeevanakkarmathram moonchiyal mathiyo,Not_offensive
Aa chendakkarute  kaariyathil oru Theerumaanamaayii😂😂 Paavagal chendayum kolumaayii eni police station kayari iraggendi varumo aavo😅😢😢,Not_offensive
ഇനീ ഈ നാറി ചെണ്ടക്കെതിരെ കേസ് എടുക്കുമായിരിക്കും.....,Offensive_Targeted_Insult_Individual
😳പോടാ  നാറി   വിജയാ.... 🤑,Offensive_Targeted_Insult_Individual
ഒന്നു പോടാ കിളവ താൻ പുളുത്തും,Offensive_Targeted_Insult_Individual
"നിന്നെ പോലെ ഒരു ഊംബിയ ഭരണം കേരളത്തിൽ കണ്ടിട്ട് ഇല്ല,,,,",Offensive_Targeted_Insult_Individual
Chenda innu muthal 14 days remand,Not_offensive
Vote chyth eee paranaariye vijayippicha naarikal kazhuthakal,Offensive_Targeted_Insult_Group
"നിങ്ങൾ മന്ദ ബുദ്ധിയാക്കി തീർത്തവരല്ലേ
അത്രയേ വിവരം കാണും",Offensive_Targeted_Insult_Group
ഈശ്വരാ ഇപ്പോഴൊന്നും aa drum ൻ്റ കൊട്ടൽ തീരല്ലെ,Not_offensive
തിരുട്ടു മോൻ 😡😡😡,Offensive_Untargetede
വെള്ളിടി വെട്ടുവോ ഈ പുണ്ടച്ചി മോനെ,Offensive_Targeted_Insult_Individual
Verum Mandan alla Mara Mandan,Offensive_Targeted_Insult_Individual
മുഖ്യമന്ത്രി പറഞ്ഞത് ശരിയാ,Not_offensive
Nale chenda nirodhichenna vartha kelkanam 🥴😂🥲,Not_offensive
Chilatheda Patti pinu,Offensive_Targeted_Insult_Individual
ദൈവം ഇദ്ദേഹത്തോട് ക്ഷമിക്കാൻ നമുക്ക് കൃപ തരട്ടെ....,Not_offensive
ഇയാൾ ലോകതോൽവി ആണ്,Offensive_Targeted_Insult_Individual
അതാണ്‌ ജനങ്ങളും ചോദിക്കുന്നത്! നിർത്തിപ്പൊയ്ക്കൂടേ വിജയ?,Not_offensive
കളള് ചെത്തിന്റെ ശബ്ദം മാണെങ്കിൽ കുഴപ്പം ഇല്ല ഡ്രം മിന്റെ ശബ്ദം പാടില്ല,Not_offensive
Ivan thanii vedala thanner,Offensive_Targeted_Insult_Individual
Poda myre kuna kilavan,Offensive_Targeted_Insult_Individual
Theetta pinangaandi moyanthan mythaandi mon,Offensive_Targeted_Insult_Individual
ഹോ കേലിപ്പൻ,Offensive_Untargetede
"പുതിയവിജ്യാൻ😂😂😂പുല്ല്വില ജനങ്ങൾനൽകുന്നില്ല
അന്തംകമ്മികൾഅല്ലാതെ",Offensive_Targeted_Insult_Individual
എന്തിനാണ് ഇങ്ങനെ ഇടക്ക് ഇടക്ക് നാവ് നീട്ടുന്നത് ജനങ്ങളെ കളിയാക്ക ക യാണോ,Not_offensive
Drum allada vijaya chenda🤬😑😠,Offensive_Targeted_Insult_Individual
അവിടെ നിക്കണ്ട ഒന്ന് ഇറഗി പോയാൽ മതി 😂😂,Not_offensive
Onnu podappa..,Offensive_Untargetede
രാജാവ് നീണാൾ വായട്ടെ,Not_offensive
Poda oolae,Offensive_Targeted_Insult_Individual
ചെണ്ടക്കാരെ അറസ്റ്റ് ചെയ്ത് ജയിലിൽ അടച്ചോ ആവോ 🙏,Not_offensive
ഇയാൾ പാമ്പ് തന്നെ ഇടക് ഇടക്ക് നാവ് നീട്ടുന്നു,Offensive_Targeted_Insult_Individual
ചെണ്ട നിരോധന ബില്ല് കൊണ്ട് വരും,Not_offensive
നാറിയ കമ്മ്യൂണിസ്റ്റ്‌ 😅😅,Offensive_Targeted_Insult_Group
arhathapettadekettu.vejaya,Not_offensive
Ahhaghaari aaya mughiyan kashttam,Offensive_Targeted_Insult_Individual
Naaran naarikalke pattu,Offensive_Untargetede
Chenda kottiathu ethraiku daishamo...?,Not_offensive
ഇത്രയും ചെറ്റ പരനാറി പൊലയാടി മോൻ ഒരു സംസ്ഥാനത്തു ഉണ്ടാവില്ല 😐 ഈ പറ്റി കാൻസർ കൂടി ഇവനെ പൊതുദർശനം വക്കാൻ അധികനാളില്ല,Offensive_Targeted_Insult_Individual
തുടക്കം അത് ഇഷ്ടപ്പെട്ടു 😁😁🤭കറക്റ്റ,Not_offensive
Neee pottan allada vijayaAAA...NEE KALLAN...KALLAN   KAMMI POORAN VIJAYAN,Offensive_Targeted_Insult_Individual
പിണുവിനെ എല്ലാവരും എടുത്തിട്ട് ഊക്കുകയാണല്ലോ 😜😜😜,Offensive_Targeted_Insult_Individual
എന്തു പറഞ്ഞിട്ടും എന്താ അടിമകൾ എന്നും ഇദ്ദേഹത്തെ തലൈവനായി വാഴ്ത്തും 😂🤌🏻,Not_offensive
🔴 മുഖ്യന് നടക്കാൻ വയ്യ സ്കൂളിന്റെ മതിൽ പൊളിച്ചു!! |pinarayi vijayan navakeralabus troll:https://youtu.be/1lYCBUgJxVc,Not_offensive
പാവം പിണുങ്ങാണ്ടി,Offensive_Targeted_Insult_Individual
എടാ പോടാ എന്ന് വിളിക്കാൻ നിന്റെ എന്താടാ തന്തയാണോടാ പിണറായി സർക്കാർ നിന്റെ വീട്ടിൽ ഇങ്ങനെയാണോ പറഞ്ഞു പഠിച്ചിട്ടുള്ളത് വയസ്സിന് മൂത്ത ആളുകളെയെല്ലാം എടാ പോടാ എന്നാണോ പറയാറ് ഇതാണ് കുടുംബം മഹിമ,Not_offensive
താൻപൊട്ടനല്ലപരനാറിയാണ് പാവങ്ങളുടെ പെൻഷൻ കശുകൊണ്ട്തെണ്ടി നടക്കുന്നതനി ചെറ്റയാണ്ചെറ്റ,Offensive_Targeted_Insult_Individual
എടോ വിജയാ താന്‍ ആരാണെന്നാണ് തന്‍റെ വിജാര൦ എത്ര കൊണ്ടാലു൦ കണ്ടാലു൦ കുറച്ച് അന്താമില്ല കമ്മികളുണ്ടാകു൦ താന്‍ പറയുന്നത് കേൾക്കാന്‍ എന്ന് കരുതി മറ്റുള്ളവരൊക്കെ തന്‍റെ വീട്ടുവേലക്കാരാണെന്ന് കരുതരുത്,Offensive_Targeted_Insult_Individual
Koran viyayaaverum  tholviiii,Offensive_Targeted_Insult_Individual
Alpane  adhikaram  kittiyal  inginirikkum,Offensive_Targeted_Insult_Individual
ഇയാള് പറയുന്നത് കേൾകനതിനേകാൾ ആ മുട്ട് കേൾക്കുന്നതാണ് ഞങ്ങൾക്ക് ഇഷ്ടം,Not_offensive
